cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,room_id,check_in_date,check_out_date,purchase_date,rate_per_night,card_number,card_holder,card_type,card_expiration,cvv_code,hotel_id,date,rating,comments,number,type,max_occupancy,floor,footprint,notes,price,name,stars,hotel_street,hotel_city,hotel_state,hotel_country,hotel_zip_code
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7017,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,135,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT003,3/25/2020 14:52:35,4,"I had a great time at this hotel. The room was spacious and comfortable, and the location was perfect.",712,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7018,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,811,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT005,5/15/2021 3:25:30,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly memorable about my stay.",713,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7019,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,691,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT004,7/15/2019 15:23:23,5,This was one of the best hotels I've ever stayed at. The room was beautiful and the staff were incredibly friendly and helpful.,714,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7020,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,648,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT010,7/15/2020 12:23:23,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and rude.",715,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7021,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,739,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT013,8/19/2021 15:29:23,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",716,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7022,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,799,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT016,7/15/2020 12:25:56,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it.",717,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7023,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,222,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT019,4/23/2020 19:20:25,5,This hotel was amazing! The room was luxurious and the staff were incredibly friendly and accommodating.,718,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7024,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,744,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT015,08/29/2022 15:32:35,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",719,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7025,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,799,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT001,,,,720,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
kyle.roberts@example.com,kyle,roberts,passwd11,3079 Morrow Trail,Jersey City,NJ,USA,96578,223-737-2666,SX8520575,6/23/2025,Russia,10/21/1995,7026,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,222,5504223213189929,Kyle Roberts,Debit,2024-01-01,125,HT008,,,,721,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7027,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,756,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT006,5/15/2019 3:25:30,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",722,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7028,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,652,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT003,3/25/2020 14:52:35,5,This hotel was amazing! The room was beautiful and the staff were incredibly friendly and helpful.,723,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7029,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,260,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT005,5/15/2021 3:25:30,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unprofessional.",724,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7030,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,469,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT004,7/15/2019 15:23:23,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful.",725,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7031,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,401,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT010,7/15/2020 12:23:23,3,"This hotel was just okay. The room was clean and comfortable enough, but the amenities were lacking.",726,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7032,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,468,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT013,8/19/2021 15:29:23,5,"This hotel was fantastic! The room was spacious and comfortable, and the staff were friendly and helpful.",727,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7033,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,406,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT016,7/15/2020 12:25:56,4,"I would not recommend this hotel. The room was small and poorly maintained, and the staff were unhelpful and unfriendly.",728,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7034,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,550,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT019,4/23/2020 19:20:25,2,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",729,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7035,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,828,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT015,08/29/2022 15:32:35,3,This hotel was amazing! The room was beautiful and the staff were incredibly friendly and helpful.,730,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7036,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,120,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT001,,,,731,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
amanda.nelson@example.com,amanda,nelson,passwd12,706 Garrison Parkway,Cambridgeshire,,UK,56987,645-204-5799,LC3602948,2/7/2030,Indonesia,5/12/2011,7037,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,104,4687071910661774,Amanda Nelson,Credit,2022-08-01,266,HT008,,,,732,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7038,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,847,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT006,5/15/2019 3:25:30,3,"This hotel was decent. The room was clean and comfortable, but the amenities were lacking. Overall, I would recommend this hotel for a short stay.",614,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7039,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,617,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT003,3/25/2020 14:52:35,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect for exploring the city. The staff were also very helpful and accommodating.",615,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7040,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,936,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT005,5/15/2021 3:25:30,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about my stay. I would recommend this hotel for a budget-friendly option.",616,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7041,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,189,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT004,7/15/2019 15:23:23,5,This hotel was fantastic! The room was beautiful and the staff were incredibly friendly and helpful. I would definitely stay here again.,617,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7042,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,864,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT010,7/15/2020 12:23:23,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unfriendly. I would not recommend this hotel to anyone.",618,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7043,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,646,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT013,8/19/2021 15:29:23,4,"I had a pleasant stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. The location was also very convenient for my needs.",619,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7044,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,580,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT016,7/15/2020 12:25:56,3,"This hotel was just average. The room was clean and comfortable enough, but there was nothing particularly special about it. I would recommend this hotel for a short stay.",620,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7045,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,567,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT019,4/23/2020 19:20:25,5,"This hotel was amazing! The room was luxurious and the staff were incredibly friendly and accommodating. The restaurant on site was also fantastic, with a great menu and a cozy atmosphere.",621,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7046,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,783,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT015,08/29/2022 15:32:35,4,"I had a good stay at this hotel. The room was clean and comfortable, and the staff were friendly and helpful. I would recommend this hotel for a budget-friendly option.",622,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7047,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,601,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT001,,,,623,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
jack.hall@example.com,jack,hall,passwd13,35271 Carey Lane,Oxford,,UK,99989,711-353-1066,EB5066731,10/27/2026,China,12/15/1993,7048,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,563,4559013077272764,Jack Hall,Credit,2023-07-01,234,HT008,,,,624,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7049,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,312,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT006,5/15/2019 3:25:30,4,"Great hotel, would stay again!",625,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7050,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,163,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT003,3/25/2020 14:52:35,3,"Decent hotel, nothing special.",626,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7051,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,528,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT005,5/15/2021 3:25:30,5,"Absolutely amazing hotel, would recommend to all",627,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7052,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,228,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT004,7/15/2019 15:23:23,2,"Terrible hotel, would never stay here again.",628,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7053,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,539,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT010,7/15/2020 12:23:23,4,"Really enjoyed my stay, great location.",629,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7054,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,540,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT013,8/19/2021 15:29:23,3,"Average hotel, not bad but not great either.",630,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7055,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,541,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT016,7/15/2020 12:25:56,5,"Loved this hotel, the staff were amazing!",631,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7056,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,542,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT019,4/23/2020 19:20:25,2,"Disappointing hotel, not worth the money.",632,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7057,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,543,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT015,08/29/2022 15:32:35,4,"Pleasant stay, would recommend to others.",633,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7058,06/23/2023 14:00:00,06/26/2023 12:00:00,03/25/2023 15:06:25,544,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT001,,,,634,Standard,2,53,200 sq ft,None,100,Grand Hotel,5,123 Main St.,New York City,NY,USA,10001
lily.harris@example.com,lily,harris,passwd14,4941 Mayer Lane,Oxford,,UK,952321,493-337-4341,SI3057336,2/27/2028,Philippines,8/13/1967,7059,08/19/2023 14:00:00,08/23/2023 14:00:00,02/23/2023 14:00:00,545,5174259113728745,Lily Harris,Debit,2024-02-01,566,HT008,,,,635,Deluxe,1,23,190 sq ft,"Kitchenette, living room, pool view",300,Sunset Motel,2,852 Seaside Blvd.,San Diego,CA,USA,92101
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7060,3/13/2019 15:06:00,3/18/2019 8:25:00,2/15/2019 3:25:00,546,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT006,5/15/2019 3:25:30,4,"This was a great hotel with excellent amenities. The room was clean and comfortable, and the staff were friendly and helpful.",636,Deluxe,6,42,150 sq ft,Balcony with pool view,200,Riverfront Hotel,4,372 Main St.,Portland,OR,USA,97201
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7061,3/13/2020 15:06:00,3/18/2020 8:25:00,2/15/2020 3:25:00,547,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT003,3/25/2020 14:52:35,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect for exploring the city.",637,Suite,6,95,500 sq ft,"Kitchenette, living room, mountain view",250,Mountain Lodge,4,789 Alpine Rd.,Aspen,CO,USA,81611
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7062,3/13/2021 15:06:00,3/18/2021 8:25:00,2/15/2021 3:25:00,548,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT005,5/15/2021 3:25:30,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",638,Deluxe,1,79,240 sq ft,None,120,Beachside Inn,3,135 Sandy Ln.,Santa Barbara,CA,USA,93101
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7063,5/15/2019 15:06:00,5/18/2019 8:25:00,2/15/2019 3:25:00,549,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT004,7/15/2019 15:23:23,5,This hotel was absolutely amazing! The room was stunning and the staff were incredibly friendly and accommodating. I would definitely stay here again.,639,Standard,2,14,200 sq ft,None,120,City Suites,3,246 Downtown Ave.,Chicago,IL,USA,60601
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7064,6/16/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,550,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT010,7/15/2020 12:23:23,3,"This hotel was average. The room was clean and comfortable enough, but there was nothing particularly special about it.",640,Standard,6,22,290 sq ft,None,120,Lakeside Lodge,4,321 Lakeview Rd.,Denver,CO,USA,80201
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7065,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,551,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT013,8/19/2021 15:29:23,4,"I had a great stay at this hotel. The room was spacious and comfortable, and the staff were friendly and helpful.",641,Deluxe,4,21,350 sq ft,Balcony with mountain view,150,Riverwalk Hotel,3,548 Main St.,San Antonio,TX,USA,78201
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7066,12/13/2019 15:06:00,12/18/2019 8:25:00,2/15/2019 3:25:00,552,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT016,7/15/2020 12:25:56,5,This hotel was absolutely amazing! The room was stunning and the staff were incredibly friendly and accommodating.,642,Suite,3,19,275 sq ft,"Kitchenette, living room, pool view",300,Hillside Lodge,2,468 Mountain Rd.,Park City,UT,USA,84001
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7067,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,553,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT019,4/23/2020 19:20:25,2,"This hotel was terrible. The room was dirty and poorly maintained, and the staff were unhelpful and unprofessional.",643,Suite,2,18,210 sq ft,"Kitchenette, living room, vineyard view",300,Valley View Motel,2,243 Canyon Rd.,Sedona,AZ,USA,86336
ethan.smith@example.com,ethan,smith,passwd15,278 Dahle Avenue,Sanya,Hainan,China,2157809,647-819-6646,ZO7317965,7/25/2027,Poland,3/21/1981,7068,7/13/2021 15:06:00,7/18/2021 8:25:00,2/15/2021 3:25:00,554,4556017627064987,Ethan Smith,Credit,2026-08-01,818,HT015,08/29/2022 15:32:35,4,"I really enjoyed my stay at this hotel. The room was clean and comfortable, and the location was perfect.",644,Standard,5,73,280 sq ft,None,80,Green Garden Hotel,3,313 Maple Ave.,Boston,MA,USA,2101
